1,13
2,18
3,8
4,7
5,6
6,60
7,11
8,9
9,91
10,10
11,9
12,34
13,9
14,8
15,32
16,9
17,8
18,31
19,13
20,8
21,157
22,10
23,10
24,31
25,13
26,16
27,27
28,10
29,23
30,74
31,21
32,22
33,25
34,16
35,29
36,52
37,19
38,22
39,41
40,10
41,9
42,28
43,9
44,11
45,24
46,9
47,9
48,46
49,10
50,12
51,24
52,20
53,13
54,23
55,23
56,53
57,49
58,12
59,66
60,27
61,13
62,11
63,28
64,24
65,13
66,55
67,25
68,24
69,49
70,19
71,19
72,26
73,11
74,24
75,41
76,11
77,11
78,27
79,12
80,53
81,74
82,30
83,37
84,53
85,27
86,26
87,34
88,12
89,24
90,40
91,24
92,12
93,54
94,11
95,11
96,27
97,12
98,11
99,27
100,11
102,38
104,9
106,70
108,25
110,20
112,24
114,26
116,10
118,10
120,53
122,9
124,9
126,23
128,9
130,11
132,28
134,10
136,10
138,38
140,10
142,10
144,27
146,10
148,10
150,23
152,10
154,10
156,52
158,10
160,10
162,50
164,10
166,10
168,24
170,10
172,10
174,57
176,10
178,10
180,24
182,10
184,10
186,23
188,9
190,10
192,37
194,9
196,9
198,25
200,9
203,11
206,25
209,12
212,11
215,26
218,23
221,11
224,11
227,23
230,11
233,11
236,11
239,11
242,11
245,11
248,11
251,11
254,11
257,12
260,24
263,23
266,11
269,11
272,11
275,11
278,11
281,11
284,11
287,11
290,11
293,11
296,11
299,11
302,11
306,26
310,11
314,11
318,39
322,11
326,11
330,58
334,13
338,25
342,54
346,11
350,11
354,38
358,11
362,11
366,25
370,11
374,11
378,25
382,11
386,11
390,53
394,11
398,10
402,24
407,10
412,22
417,52
422,11
427,11
432,24
437,11
442,11
447,24
452,11
457,11
462,42
467,11
472,11
477,24
482,11
487,10
492,24
497,11
502,11
508,23
514,11
520,11
526,11
532,11
538,11
544,11
550,11
556,10
562,11
568,10
574,10
580,11
586,10
592,11
598,11
604,11
611,13
618,26
625,26
632,12
639,26
646,12
653,12
660,89
667,12
674,12
681,26
688,12
695,12
702,25
710,12
718,13
726,26
734,13
742,26
750,39
758,12
766,12
774,26
782,12
790,12
798,26
806,12
815,12
824,12
833,12
842,12
851,12
860,13
869,12
878,17
887,25
896,12
905,12
915,26
925,12
935,12
945,25
955,12
965,12
975,39
985,12
995,13
1005,29
1016,12
1027,12
1038,52
1049,39
1060,13
1071,25
1082,12
1093,12
1104,26
1116,52
1128,65
1140,29
1152,26
1164,40
1176,26
1188,26
1200,52
1213,12
1226,12
1239,26
1252,12
1265,12
1278,58
1291,12
1304,12
1318,12
1332,25
1346,12
1360,12
1374,26
1388,12
1402,12
1417,12
1432,13
1447,20
1462,12
1477,12
1492,12
1507,12
1523,12
1539,28
1555,12
1571,12
1587,40
1603,12
1620,26
1637,12
1654,12
1671,26
1688,12
1705,12
1723,12
1741,12
1759,12
1777,20
1795,12
1813,12
1832,13
1851,28
1870,14
1889,14
1908,27
1928,14
1948,14
1968,27
1988,41
2008,14
2029,14
2050,13
2071,14
2092,14
2113,14
2135,14
2157,26
2179,13
2201,13
2224,13
2247,26
2270,19
2293,13
2316,80
2340,26
2364,26
2388,65
2412,26
2437,17
2462,28
2487,39
2512,13
2538,26
2564,13
2590,37
2616,27
2643,26
2670,26
2697,26
2724,26
2752,13
2780,13
2808,32
2837,28
2866,13
2895,26
2924,13
2954,13
2984,14
3014,16
3045,68
3076,13
3107,13
3139,13
3171,57
3203,13
3236,13
3269,13
3302,13
3336,26
3370,14
3404,14
3439,13
3474,26
3509,13
3545,13
3581,14
3617,27
3654,26
3691,13
3728,13
3766,13
3804,26
3843,26
3882,40
3921,26
3961,13
4001,14
4042,13
4083,26
4124,13
4166,13
4208,30
4251,79
4294,13
4337,13
4381,13
4425,31
4470,26
4515,26
4561,13
4607,13
4654,13
4701,40
4749,26
4797,26
4845,54
4894,13
4943,13
4993,13
5043,39
5094,27
5145,27
5197,13
5249,13
5302,14
5356,13
5410,13
5465,13
5520,55
5576,15
5632,15
5689,17
5746,15
5804,15
5863,15
5922,28
5982,28
6042,41
6103,15
6165,32
6227,15
6290,15
6353,19
6417,28
6482,14
6547,15
6613,14
6680,15
6747,30
6815,21
6884,15
6953,34
7023,41
7094,14
7165,15
7237,14
7310,15
7384,15
7458,28
7533,31
7609,15
7686,33
7763,15
7841,14
7920,43
8000,22
8081,15
8162,15
8244,28
8327,15
8411,15
8496,28
8581,22
8667,28
8754,28
8842,14
8931,41
9021,44
9112,14
9204,28
9297,29
9390,41
9484,16
9579,41
9675,29
9772,15
9870,31
9969,30
10069,14
10170,42
10272,54
10375,15
10479,41
10584,28
10690,14
10797,30
10905,28
11015,15
11126,14
11238,56
11351,15
11465,15
11580,28
11696,16
11813,15
11932,15
12052,26
12173,17
12295,15
12418,15
12543,30
12669,30
12796,14
12924,28
13054,18
13185,28
13317,29
13451,21
13586,15
13722,28
13860,28
13999,15
14139,51
14281,14
14424,30
14569,15
14715,34
14863,15
15012,28
15163,20
15315,29
15469,15
15624,28
15781,15
15939,32
16099,15
16260,30
16423,16
16588,17
16754,16
16922,23
17092,16
17263,16
17436,42
17611,17
17788,16
17966,16
18146,16
18328,19
18512,16
18698,17
18885,59
19074,86
19265,16
19458,29
19653,30
19850,16
20049,30
20250,29
20453,19
20658,43
20865,43
21074,16
21285,30
21498,33
21713,16
21931,16
22151,16
22373,16
22597,20
22823,23
23052,48
23283,30
23516,16
23752,18
23990,16
24230,18
24473,18
24718,16
24966,30
25216,19
25469,16
25724,16
25982,16
26242,16
26505,29
26771,16
27039,56
27310,16
27584,16
27860,16
28139,16
28421,16
28706,16
28994,16
29284,16
29577,55
29873,19
30172,16
30474,29
30779,16
31087,16
31398,30
31712,16
32030,16
32351,21
32675,17
33002,16
33333,32
33667,17
34004,16
34345,16
34689,42
35036,16
35387,17
35741,16
36099,29
36460,16
36825,31
37194,31
37566,29
37942,16
38322,37
38706,30
39094,16
39485,16
39880,16
40279,16
40682,16
41089,18
41500,18
41916,165
42336,35
42760,16
43188,33
43620,34
44057,17
44498,18
44943,30
45393,35
45847,24
46306,19
46770,29
47238,30
47711,16
48189,44
48671,17
49158,29
49650,33
50147,17
50649,31
51156,31
51668,17
52185,47
52707,44
53235,31
53768,18
54306,31
54850,17
55399,17
55953,30
56513,17
57079,17
57650,20
58227,30
58810,18
59399,17
59993,18
60593,18
61199,18
61811,21
62430,33
63055,17
63686,18
64323,30
64967,18
65617,17
66274,17
66937,17
67607,17
68284,17
68967,32
69657,31
70354,17
71058,43
71769,43
72487,17
73212,30
73945,17
74685,44
75432,45
76187,17
76949,19
77719,18
78497,18
79282,18
80075,17
80876,17
81685,19
82502,17
83328,30
84162,45
85004,17
85855,18
86714,20
87582,43
88458,31
89343,30
90237,43
91140,30
92052,30
92973,56
93903,37
94843,17
95792,17
96750,30
97718,17
98696,17
99683,17
100680,30
101687,22
102704,17
103732,18
104770,17
105818,18
106877,17
107946,31
109026,30
110117,17
111219,30
112332,56
113456,19
114591,44
115737,30
116895,56
118064,17
119245,17
120438,31
121643,18
122860,18
124089,31
125330,17
126584,17
127850,17
129129,31
130421,17
131726,17
133044,31
134375,17
135719,17
137077,17
138448,57
139833,31
141232,17
142645,17
144072,31
145513,18
146969,17
148439,19
149924,18
151424,19
152939,19
154469,19
156014,19
157575,45
159151,19
160743,128
162351,70
163975,19
165615,32
167272,19
168945,31
170635,19
172342,116
174066,32
175807,18
177566,19
179342,18
181136,18
182948,18
184778,18
186626,18
188493,31
190378,19
192282,32
194205,46
196148,19
198110,19
200092,18
202093,19
204114,44
206156,18
208218,44
210301,19
212405,18
214530,31
216676,18
218843,19
221032,19
223243,19
225476,19
227731,19
230009,19
232310,19
234634,23
236981,19
239351,26
241745,20
244163,18
246605,18
249072,32
251563,19
254079,57
256620,60
259187,18
261779,18
264397,18
267041,18
269712,31
272410,18
275135,19
277887,44
280666,18
283473,32
286308,33
289172,18
292064,18
294985,19
297935,19
300915,34
303925,19
306965,19
310035,44
313136,18
316268,18
319431,44
322626,45
325853,19
329112,31
332404,18
335729,18
339087,45
342478,19
345903,42
349363,19
352857,45
356386,18
359950,18
363550,19
367186,18
370858,19
374567,18
378313,18
382097,18
385918,18
389778,31
393676,18
397613,19
401590,18
405606,69
409663,18
413760,57
417898,18
422077,18
