1,17
2,10
3,25
4,39
5,18
6,40
7,20
8,25
9,59
10,19
11,22
12,71
13,20
14,13
15,50
16,14
17,20
18,47
19,27
20,21
21,81
22,16
23,37
24,32
25,19
26,41
27,77
28,21
29,40
30,84
31,23
32,23
33,51
34,21
35,21
36,27
37,23
38,26
39,112
40,21
41,18
42,29
43,14
44,17
45,25
46,13
47,10
48,48
49,13
50,40
51,40
52,40
53,23
54,72
55,18
56,10
57,39
58,25
59,24
60,69
61,52
62,23
63,26
64,10
65,9
66,89
67,24
68,17
69,27
70,11
71,11
72,25
73,11
74,11
75,39
76,12
77,11
78,74
79,25
80,19
81,26
82,23
83,44
84,80
85,66
86,59
87,49
88,44
89,32
90,41
91,27
92,25
93,69
94,11
95,11
96,26
97,11
98,11
99,25
100,11
102,39
104,9
106,10
108,28
110,22
112,21
114,26
116,10
118,10
120,52
122,10
124,10
126,24
128,12
130,11
132,29
134,10
136,10
138,41
140,10
142,10
144,26
146,10
148,10
150,54
152,11
154,10
156,48
158,15
160,16
162,67
164,10
166,10
168,42
170,11
172,10
174,59
176,10
178,10
180,25
182,10
184,10
186,39
188,12
190,11
192,64
194,14
196,10
198,60
200,27
203,13
206,11
209,26
212,12
215,14
218,25
221,12
224,11
227,25
230,11
233,11
236,25
239,24
242,12
245,12
248,11
251,11
254,17
257,12
260,11
263,12
266,11
269,11
272,13
275,12
278,11
281,11
284,11
287,11
290,12
293,14
296,25
299,26
302,11
306,26
310,11
314,11
318,40
322,11
326,11
330,25
334,11
338,12
342,27
346,12
350,11
354,40
358,12
362,24
366,25
370,12
374,11
378,26
382,11
386,11
390,53
394,11
398,11
402,25
407,11
412,11
417,53
422,11
427,11
432,24
437,11
442,11
447,25
452,11
457,11
462,39
467,11
472,11
477,25
482,11
487,11
492,26
497,11
502,11
508,11
514,11
520,11
526,11
532,11
538,11
544,11
550,11
556,11
562,11
568,11
574,11
580,11
586,10
592,11
598,11
604,11
611,12
618,26
625,12
632,12
639,26
646,12
653,13
660,54
667,58
674,12
681,26
688,12
695,12
702,26
710,12
718,13
726,26
734,12
742,12
750,40
758,12
766,12
774,26
782,12
790,12
798,26
806,12
815,12
824,12
833,12
842,12
851,12
860,12
869,12
878,12
887,12
896,12
905,12
915,26
925,12
935,12
945,27
955,13
965,12
975,41
985,13
995,12
1005,26
1016,12
1027,12
1038,54
1049,12
1060,13
1071,26
1082,13
1093,13
1104,26
1116,26
1128,88
1140,30
1152,26
1164,40
1176,30
1188,26
1200,54
1213,12
1226,12
1239,26
1252,12
1265,12
1278,26
1291,12
1304,12
1318,12
1332,26
1346,12
1360,12
1374,27
1388,12
1402,12
1417,25
1432,12
1447,12
1462,12
1477,12
1492,12
1507,14
1523,12
1539,181
1555,12
1571,12
1587,40
1603,12
1620,26
1637,12
1654,12
1671,26
1688,12
1705,12
1723,12
1741,14
1759,12
1777,12
1795,12
1813,12
1832,14
1851,27
1870,14
1889,14
1908,27
1928,14
1948,17
1968,27
1988,14
2008,14
2029,14
2050,14
2071,14
2092,14
2113,15
2135,14
2157,27
2179,13
2201,13
2224,13
2247,27
2270,13
2293,14
2316,41
2340,27
2364,27
2388,67
2412,27
2437,13
2462,13
2487,40
2512,15
2538,29
2564,13
2590,13
2616,27
2643,27
2670,27
2697,27
2724,27
2752,13
2780,13
2808,26
2837,13
2866,13
2895,27
2924,13
2954,14
